"fecha","plataforma","usuarios_unicos","latencia_ms","errores_5xx","tiempo_caida_min","carga_cpu_pct","carga_memoria_pct","registro_incompleto"
"2025-01-04","Moodle","355","146.097418636768","1","4","47.9699146689994","71.5941726299648","0"
"2025-01-05","Moodle","337","128.118802517337","4","6","57.8669631586292","72.8278341408488","0"
"2025-01-06","Moodle","338","201.291670939968","3","2","60.3826663163324","81.1505253052722","0"
"2025-01-07","Moodle","341","129.722578231848","4","2","43.2929116700328","63.2422690706382","0"
"2025-01-08","Moodle","353","126.484115820753","3","2","63.3088129336691","42.2808724389259","0"
"2025-01-09","Moodle","383","208.98580015453","2","5","55.8832251841046","72.6456599613317","0"
"2025-01-10","Moodle","337","197.928296692757","1","1","68.0631219572739","41.7476232655776","0"
"2025-01-11","Moodle","294","181.779660008132","3","1","69.23861009555","47.617595479698","0"
"2025-01-12","Moodle","349","154.806697877558","4","2","61.8942035081754","62.0579557852436","0"
"2025-01-13","Moodle","349",NA,"1","1","53.5270604573142","37.1979517591081","1"
"2025-01-14","Moodle","357","174.813908392723","3","3","50.072059677901","59.6408694824058","0"
"2025-01-15","Moodle","345","108.534339567132","2","3","63.5560535385211","83.3770236548231","0"
"2025-01-16","Moodle","347","168.205192332073","1","4","72.1540081963992","66.9518070230162","0"
"2025-01-17","Moodle","352","210.174021156898","2","3","59.7718962865092","60.0949643376282","0"
"2025-01-18","Moodle","352","161.833720609354","1","2","55.8948620826443","61.8801398897582","0"
"2025-01-19","Moodle","364","117.379287689872","3","5","52.8482564272016","59.9826986220244","0"
"2025-01-20","Moodle","328","206.846209407402","2","2","56.6471107164888","64.5936152883122","0"
"2025-01-21","Moodle","360",NA,"2","2","45.6232605918486","56.4078316813029","1"
"2025-01-22","Moodle","329","154.360474553617","1","6","46.5830370479264","58.0641395829163","0"
"2025-01-23","Moodle","362","193.934954659241","2","2","49.8637508263715","81.0444039981477","0"
"2025-01-24","Moodle","366",NA,"4","3","47.6728271887747","63.5012254354403","1"
"2025-01-25","Moodle","361","128.034968410812","2","5","82.4288087596084","43.5637011658598","0"
"2025-01-26","Moodle","363","207.552492278189","3","2","61.9828576710891","68.9536241926162","0"
"2025-01-27","Moodle","342","184.959722369573","2","2","69.1752927659377","53.9439298556476","0"
"2025-01-28","Moodle","379","151.229228027417","2","3","49.713189967012","55.48944149211","0"
"2025-01-29","Moodle","368","161.446087239739","2","3","46.925688918346","49.2918525405901","0"
"2025-01-30","Moodle","362","110.190498102346","2","3","38.8473902837173","62.9695546353677","0"
"2025-01-31","Moodle","319","174.998804856308","1","4","47.336878314976","49.3083526155813","0"
"2025-02-01","Moodle","346","126.727472483854","1","2","51.163490143696","61.3320413197785","0"
"2025-02-02","Moodle","350","534.292540258134","3","5","57.6116571461341","58.2887379399662","0"
"2025-02-03","Moodle","323","163.160857363219","2","2","68.183986822298","73.6990954885962","0"
"2025-02-04","Moodle","379",NA,"2","1","67.7581863116408","59.718757688872","1"
"2025-02-05","Moodle","323","154.103712399725","1","15","53.1451559157012","65.0873635127721","0"
"2025-02-06","Moodle","380","164.931451979933","1","3","46.236255115785","74.1646964996379","0"
"2025-02-07","Moodle","382","191.043650855244","5","6","47.466795624829","65.7987577120992","0"
"2025-02-08","Moodle","336","184.219783856174","1","1","51.621243515477","52.6495009336791","0"
"2025-02-09","Moodle","317","129.552606861598","3","3","52.4019322627976","62.6229409019068","0"
"2025-02-10","Moodle","394","214.272872028546","3","2","47.4835440334611","78.9547804458799","0"
"2025-02-11","Moodle","372","198.340259027327","2","6","55.367090030979","73.1336662066499","0"
"2025-02-12","Moodle","378","137.791710975802","0","5","50.8771767545655","67.3815232225258","0"
"2025-02-13","Moodle","328","182.78852518625","1","2","49.095836178288","57.9954068299408","0"
"2025-02-14","Moodle","330","212.381331343218","0","3","65.1531139301771","77.2140881075242","0"
"2025-02-15","Moodle","353","172.593552353874","2","2","37.4664726586929","61.9960671803446","0"
"2025-02-16","Moodle","357","138.27382372772","6","5","56.933485117238","52.3398058960686","0"
"2025-02-17","Moodle","351","234.17562141401","2","2","54.8890876937281","67.3971673769799","0"
"2025-02-18","Moodle","323","211.939680786334","1","5","61.6226424979355","58.1341614315252","0"
"2025-02-19","Moodle","363","223.028688319498","0","6","42.9911170802779","52.5906304643595","0"
"2025-02-20","Moodle","365","173.792626369676","2","2","52.1231641701736","38.7783659124327","0"
"2025-02-21","Moodle","322","164.487270366587","0","7","63.571907730285","64.1066807396242","0"
"2025-02-22","Moodle","349","254.709162992536","4","3","47.8358274308277","70.0292350310882","0"
"2025-02-23","Moodle","361","211.548620113042","1","3","50.8190084080285","59.4018812956449","0"
"2025-02-24","Moodle","377","168.301716738984","0","2","65.3138651197391","49.3799183533859","0"
"2025-02-25","Moodle","370","185.17272031631","1","3","49.2509596832629","81.0373449693155","0"
"2025-02-26","Moodle","326","205.021276265483","2","2","41.0605460263645","71.3639627311462","0"
"2025-02-27","Moodle","376","179.86063090481","1","1","44.8663833450204","67.00312042336","0"
"2025-02-28","Moodle","336","200.460612334745","4","1","39.3183857845625","54.4392902674141","0"
"2025-03-01","Moodle","340","161.080460416593","0","1","57.5613898612159","74.2979081138663","0"
"2025-03-02","Moodle","359","171.797302784763","3","2","49.3180388623112","47.0398018972048","0"
"2025-03-03","Moodle","371","180.117102520847","1","1","56.8862227782196","52.0229038844107","0"
"2025-03-04","Moodle","346","129.817215933268","5","4","56.2580093050087","58.070606762416","0"
"2025-03-05","Moodle","358","238.877383285395","0","2","65.4038845218537","74.2388030189084","0"
"2025-03-06","Moodle","321",NA,"3","1","58.2785749058705","70.5473630339254","1"
"2025-03-07","Moodle","1053","137.384798077619","0","5","53.6861673384023","67.3758501065307","0"
"2025-03-08","Moodle","318","163.789695057946","2","2","57.6363932601566","62.3629097074217","0"
"2025-03-09","Moodle","331","139.774884713288","2","6","75.8644216586172","60.7242883154313","0"
"2025-03-10","Moodle","339","195.681733434784","0","1","46.5233499547525","61.1246949351726","0"
"2025-03-11","Moodle","326","167.808872350777","2","3","50.2473268315732","43.7575261375022","0"
"2025-03-12","Moodle","334","256.848818556565","3","3","46.9861200177011","55.2237467054264","0"
"2025-03-13","Moodle","341","163.020139910236","2","4","61.674957165739","57.983037820634","0"
"2025-03-14","Moodle","351","176.185979500797","1","3","42.0734653816044","70.5575373845656","0"
"2025-03-15","Moodle","365","652.793489272672","3","3","67.7088059308318","68.7347817635476","0"
"2025-03-16","Moodle","368","166.899265828804","0","3","42.7534100986359","44.3845197449989","0"
"2025-03-17","Moodle","365","107.342141840553","3","6","51.0792037398184","75.2284847959126","0"
"2025-03-18","Moodle","372","248.573033387407","4","5","48.2873131917239","53.1330713314726","0"
"2025-03-19","Moodle","323","204.455503697738","1","4","49.0960607387773","50.9321620840589","0"
"2025-03-20","Moodle","350","210.549532568004","4","5","44.9723576954332","87.9686502246611","0"
"2025-03-21","Moodle","342","149.87692066878","1","3","62.5780489096112","53.5478413489559","0"
"2025-03-22","Moodle","366","141.961185916675","0","4","46.4951149539249","34.9850911469881","0"
"2025-03-23","Moodle","355","222.608070496927","3","2","56.7311041861325","55.3987666961795","0"
"2025-03-24","Moodle","372","227.597591146489","0","5","48.8006688556607","44.9308789206166","0"
"2025-03-25","Moodle","328","172.484705242258","1","5","47.4171347455507","58.5897029254177","0"
"2025-03-26","Moodle","355","255.311835637048","3","7","60.1074530400533","90.8864789317509","0"
"2025-03-27","Moodle","344","237.071408814413","0","3","66.0844636900255","67.4187592145527","0"
"2025-03-28","Moodle","356","173.809644711068","1","3","53.3782477640119","67.5959482523656","0"
"2025-03-29","Moodle","350","185.784364165283","2","3","49.9893264278922","48.209094059364","0"
"2025-03-30","Moodle","371","182.644313436162","0","6","52.6488998622145","61.6454598078818","0"
"2025-03-31","Moodle","340","175.752098357815","1","3","56.7169877866889","59.1336177127968","0"
"2025-04-01","Moodle","384","203.605333509233","1","1","50.1604034287895","79.0472794571241","0"
"2025-04-02","Moodle","301","200.127557662436","1","1","66.4656246105306","61.3710446094969","0"
"2025-04-03","Moodle","311","213.406728249814","3","5","56.2967355428928","29.688144637255","0"
"2025-04-04","Moodle","328","168.828461911472","2","2","48.5033542667512","72.7752477892499","0"
"2025-04-05","Moodle","346","172.891055381864","1","0","46.8610152929827","73.6654950984399","0"
"2025-04-06","Moodle","353","287.97043662748","4","2","57.0692552812491","71.7146591422995","0"
"2025-04-07","Moodle","351","179.483278710048","1","1","66.3692900615765","50.7199942431771","0"
"2025-04-08","Moodle","339","196.76256324617","5","4","100","56.1591964367391","0"
"2025-04-09","Moodle","328",NA,"2","7","32.1266266601068","46.292969859106","1"
"2025-04-10","Moodle","351","170.678211350274","0","2","79.7610788726813","55.9395694539816","0"
"2025-04-11","Moodle","357","234.224837114663","5","3","48.7287612885131","61.0752245242856","0"
"2025-04-12","Moodle","360","240.26941002993","1","6","66.0010558218791","51.4227862548063","0"
"2025-04-13","Moodle","338","169.382934549311","3","1","75.6009908162759","63.4289593925656","0"
"2025-04-14","Moodle","372","152.173231646182","1","4","42.1588342766609","65.7123198438963","0"
"2025-04-15","Moodle","346","117.516865424322","2","4","40.8970100529266","48.3909369619271","0"
"2025-04-16","Moodle","355","175.430024612051","4","3","53.6305603687953","33.8614234680503","0"
"2025-04-17","Moodle","326","178.082986239405","3","6","48.9824087944766","50.3327673992049","0"
"2025-04-18","Moodle","330","159.893533676368","0","3","64.1976070599267","68.3492752964516","0"
"2025-04-19","Moodle","359","186.783753202508","1","4","64.5240360826588","57.8707141656282","0"
"2025-04-20","Moodle",NA,"151.439853550022","3","6","60.6461956229572","61.517663812621","1"
"2025-04-21","Moodle","362","174.068593058544","1","2","32.4046038913186","42.2720216909611","0"
"2025-04-22","Moodle","349","243.276095961864","1","5","64.0265057728443","52.4670911497138","0"
"2025-04-23","Moodle","329","247.542783844102","1","4","58.3483904987606","66.5385656809182","0"
"2025-04-24","Moodle","321","150.73649962184","4","3","39.4200824468388","77.1042459497061","0"
"2025-04-25","Moodle","362","156.705654571059","1","2","57.9575611768673","52.7956376366827","0"
"2025-04-26","Moodle","328","147.453026025434","2","2","53.6813460631346","61.8512533485644","0"
"2025-04-27","Moodle","391","185.763434613087","2","2","62.1099111362171","64.5632788537181","0"
"2025-04-28","Moodle","342","226.550268231777","2","3","45.2358213363625","53.3675282339844","0"
"2025-04-29","Moodle","352","181.454754721194","0","6","51.357220085357","64.2774255600548","0"
"2025-04-30","Moodle","337","187.765462929844","1","1","72.5485789265056","57.223791488305","0"
"2025-05-01","Moodle","359","218.250318080886","1","3","60.7375823096283","67.5630055436394","0"
"2025-05-02","Moodle","331","155.100741699613","2","3","62.7090747228359","60.6711257561664","0"
"2025-05-03","Moodle","321","200.282349820889","4","1","59.621947012676","59.8949013337533","0"
"2025-05-04","Moodle","372","168.571351573554","6","3","35.7294475586284","50.3586468959655","0"
"2025-05-05","Moodle","358","284.974944978491","2","6","58.417250995883","45.2906934294934","0"
"2025-05-06","Moodle",NA,"226.074243703334","1","6","61.9486485114822","60.0748976597439","1"
"2025-05-07","Moodle","359","162.620115539182","2","4","69.9629643366864","55.1505759349678","0"
"2025-05-08","Moodle","340","158.590348090935","0","1","47.2375635188057","52.7803998423339","0"
"2025-05-09","Moodle","338","184.791263262619","4","2","67.8873791204447","73.4170477625969","0"
"2025-05-10","Moodle","367","203.810050818257","7","1","30.5015163122231","85.2303415453077","0"
"2025-05-11","Moodle","325","128.970315581253","0","3","70.9393141145147","72.1366662627709","0"
"2025-05-12","Moodle","348","165.805564594875","1","4","69.1460503479462","51.2548811629816","0"
"2025-05-13","Moodle","370","223.984239986428","2","0","68.9024855343936","51.5962609794127","0"
"2025-05-14","Moodle","369","260.126911816307","5","3","34.1884478869209","53.7724471593967","0"
"2025-05-15","Moodle","344","168.81828676188","2","3","57.2772866902353","43.5826702219808","0"
"2025-05-16","Moodle","370","183.487229450843","1","3","48.8872666839941","65.2077491070015","0"
"2025-05-17","Moodle","373","136.389742370511","2","3","56.6258034166437","63.5368294510141","0"
"2025-05-18","Moodle","350","174.792657701948","0","2","38.2912522949598","43.9253522647553","0"
"2025-05-19","Moodle","360",NA,"2","0","55.495371357443","48.8131035427927","1"
"2025-05-20","Moodle","352","236.933118665544","2","3","51.6738353946617","65.925162893725","0"
"2025-05-21","Moodle","412","144.870676873276","1","4","42.6425773891296","43.3704732298353","0"
"2025-05-22","Moodle","355","187.499689687545","1","4","44.414580648548","67.1917081782954","0"
"2025-05-23","Moodle","341","168.198182868659","2","2","62.8680996874258","48.6055052511648","0"
"2025-05-24","Moodle","343","159.910139489173","2","1","32.411857313068","60.603706028993","0"
"2025-05-25","Moodle","349","259.325690192749","4","1","41.7610620753606","32.0144635632327","0"
"2025-05-26","Moodle","342","220.693585220525","4","2","75.1455973543536","60.8275583454265","0"
"2025-05-27","Moodle",NA,"208.925514529085","5","6","74.2048618191025","100","1"
"2025-05-28","Moodle","339","193.356466455454","0","0","51.5610743837121","69.6528837487003","0"
"2025-05-29","Moodle","365","127.402884612885","1","3","56.1235891329197","33.4460365955232","0"
"2025-05-30","Moodle","338","263.050602990464","2","4","48.1952115782224","65.2868374656324","0"
"2025-05-31","Moodle","372","128.247525141628","3","4","56.2763458312099","72.0766493102982","0"
"2025-06-01","Moodle","362","214.797045977488","2","1","65.1699953684491","68.1172124045922","0"
"2025-06-02","Moodle","363","169.514511944194","2","2","65.2511320859479","41.4719701038462","0"
"2025-06-03","Moodle","339","186.645575037502","2","2","54.8041585205034","77.4541742731369","0"
"2025-06-04","Moodle","357","122.889058866181","0","2","51.3170927557274","68.4053502223245","0"
"2025-06-05","Moodle","339","170.651923537623","3","1","44.4996674658525","64.5112412035648","0"
"2025-06-06","Moodle","358","144.945959246433","1","5","48.8878877087656","74.0569429287133","0"
"2025-06-07","Moodle","352","130.822603735243","1","1","52.4820106708776","65.2136258813142","0"
"2025-06-08","Moodle","365","193.457283327135","0","6","44.6042066448274","43.4347037552707","0"
"2025-06-09","Moodle","317","161.119628648307","0","2","44.2967091849011","59.4517167419349","0"
"2025-06-10","Moodle","341","195.553701139056","1","4","62.7488255581663","63.0055029992123","0"
"2025-06-11","Moodle","332",NA,"1","5","45.5135782773346","61.1407254952561","1"
"2025-06-12","Moodle","379","256.075428907526","3","0","42.8684726634548","67.8127947423465","0"
"2025-06-13","Moodle","347","173.729690459844","1","2","58.5673620996194","82.4005448728415","0"
"2025-06-14","Moodle","322","230.143659000675","2","3","73.8801910144607","57.6942863536599","0"
"2025-06-15","Moodle","371","173.268575912356","3","2","45.0397718123307","34.5460929908452","0"
"2025-06-16","Moodle","366","178.316242112715","2","4","49.619798382406","58.582249969145","0"
"2025-06-17","Moodle","368","196.281848497762","3","2","51.9594353593409","70.3518208235972","0"
"2025-06-18","Moodle","314","208.059882681071","1","3","49.8144673595189","50.0126332576152","0"
"2025-06-19","Moodle","351","204.468072829198","3","1","46.9231976400759","82.2820157756259","0"
"2025-06-20","Moodle","346","207.347413115347","0","4","51.2036027175864","48.239143761466","0"
"2025-06-21","Moodle","1014","179.325593324467","2","3","42.6770725948526","52.8155630542144","0"
"2025-06-22","Moodle","361","133.68220125874","4","2","38.4902831392736","76.5868764159686","0"
"2025-06-23","Moodle","388","162.434849190526","0","2","49.0141074023293","58.3913569613767","0"
"2025-06-24","Moodle","328","215.278496083818","2","2","51.1911770401956","59.039714954577","0"
"2025-06-25","Moodle","361","170.01298229653","3","3","45.8182633692224","46.1879152022911","0"
"2025-06-26","Moodle","358","186.671959109095","7","4","50.5183094321788","82.1359867382383","0"
"2025-06-27","Moodle","344","240.54334590769","2","2","71.0195317831897","64.8232521063745","0"
"2025-06-28","Moodle","334","201.638983790867","1","3","65.5180367277553","67.6458781963381","0"
"2025-06-29","Moodle","345","193.801939076449","4","5","66.6001515182641","68.7042087845442","0"
"2025-06-30","Moodle","357","195.864246830502","1","1","56.9926639498571","52.2365524142658","0"
"2025-07-01","Moodle","330","158.826283605292","0","6","60.5692183356719","59.3093508392832","0"
"2025-07-02","Moodle","317","247.940072436829","1","5","49.0786955404957","47.1864167693822","0"
"2025-07-03","Moodle","351","161.689783407655","2","0","40.9172336996612","84.5413022020908","0"
"2025-07-04","Moodle","354","170.4369612778","4","0","35.6609490573068","60.0805148968755","0"
"2025-07-05","Moodle","327","192.901768556918","2","6","60.6413707571782","57.579485318469","0"
"2025-07-06","Moodle","322","234.879699822097","5","3","54.6343571370305","67.3168384610799","0"
"2025-07-07","Moodle","325","224.599812513447","4","1","50.7980574213642","52.3584531923072","0"
"2025-07-08","Moodle","339","152.356517615994","2","2","65.377885657837","54.180097453126","0"
"2025-07-09","Moodle","356","182.05110796342","2","5","44.0519057966154","60.4210005346051","0"
"2025-07-10","Moodle","370","166.494589812443","5","3","55.5653945606949","72.0990086883362","0"
"2025-07-11","Moodle","339","195.081046580273","3","2","51.5687889466197","71.9431832583749","0"
"2025-07-12","Moodle","385","181.061829103422","3","4","69.6854499357092","40.740756752661","0"
"2025-07-13","Moodle","308","164.539022490516","1","2","44.122083984471","39.7072736626298","0"
"2025-07-14","Moodle","348","182.008314992401","1","2","51.4013320611061","56.5780874261963","0"
"2025-07-15","Moodle","331","127.271736020576","2","3","63.5648676774297","54.3845664367941","0"
"2025-07-16","Moodle","330","212.666386441063","3","5","45.0903634684948","68.4524520603137","0"
"2025-07-17","Moodle","365","186.073979072768","3","1","48.9239465821824","42.9420799270547","0"
"2025-07-18","Moodle","305","241.295996280156","2","5","48.8940971303214","75.3152145991064","0"
"2025-07-19","Moodle","355","250.01849858264","5","3","53.8103638800541","57.7537931822567","0"
"2025-07-20","Moodle","373","162.51428993172","1","1","58.9538906728097","47.7847495172584","0"
"2025-07-21","Moodle","363","161.718383735448","0","5","48.1881218869464","65.2692982867548","0"
"2025-07-22","Moodle","398","188.004080778904","1","3","63.9262591345001","70.7635966340112","0"
"2025-07-23","Moodle","378","235.712336909562","0","4","67.682078445957","74.5575629350103","0"
"2025-07-24","Moodle","336","142.101837477671","4","5","52.1319728082658","36.2588376903284","0"
"2025-07-25","Moodle","328","161.447339657157","4","3","43.3365535953025","73.0101467401593","0"
"2025-07-26","Moodle","351","236.075263159003","3","3","61.0197121260551","67.8989840900972","0"
"2025-07-27","Moodle","361","135.135535095136","2","1","62.5517239036323","83.3756053833561","0"
"2025-07-28","Moodle","347","234.999506308231","2","2","38.3787532894616","65.1033009647962","0"
"2025-07-29","Moodle","1056","490.79646680598","0","2","47.0669356156445","50.1093351499091","0"
"2025-07-30","Moodle","400","176.555977908871","2","5","46.4826513219734","59.8142415757433","0"
"2025-07-31","Moodle","339","135.452374970981","2","4","36.5305352460833","49.115359281933","0"
"2025-08-01","Moodle","325","164.298689499276","3","6","57.133003334436","65.5718898004648","0"
"2025-08-02","Moodle","331","173.356844793956","2","3","67.4888778684488","56.9346788701825","0"
"2025-08-03","Moodle","365","156.497383919437","1","4","58.297381578528","43.6151624911962","0"
"2025-08-04","Moodle","366","236.722068377565","1","1","50.4232748281829","62.8005166462176","0"
"2025-08-05","Moodle","368","125.678065930645","0","3","65.789250843537","56.3787939355603","0"
"2025-08-06","Moodle","368","116.649470602441","0","2","48.4247335471821","77.6563301443391","0"
"2025-08-07","Moodle","372","203.444543923403","6","9","49.2996019217548","58.9259422307011","0"
"2025-08-08","Moodle","355","223.000117542452","0","0","49.5598854325565","54.4968636731331","0"
"2025-08-09","Moodle","366","130.033272445775","3","3","72.9692676401638","59.2578887415145","0"
"2025-08-10","Moodle","326","213.467845554388","1","4","54.2207177067018","80.9344975057264","0"
"2025-08-11","Moodle","343","142.264630206839","1","2","48.9365252181231","85.5430469647977","0"
"2025-08-12","Moodle","331","211.728338928402","2","4","31.7824909341864","43.4019347824821","0"
"2025-08-13","Moodle","357","153.864671453841","0","0","61.6493351256727","44.6285029406192","0"
"2025-08-14","Moodle",NA,"192.73091694791","4","1","46.2611332743096","46.6689051584731","1"
"2025-08-15","Moodle","346","116.191209330696","2","0","31.419987621825","78.6183519143078","0"
"2025-08-16","Moodle","354","166.08106721895","2","1","62.738162934114","70.2399157758014","0"
"2025-08-17","Moodle","329","186.688796839304","0","5","58.5957858282756","67.4955647437858","0"
"2025-08-18","Moodle","340","168.342661577339","1","2","67.9708136533889","56.5976784403047","0"
"2025-08-19","Moodle","346","224.115569602521","3","4","52.9556426097975","78.3845766313106","0"
"2025-08-20","Moodle","348","230.894743728551","1","3","48.2852121835533","59.5532265826651","0"
"2025-08-21","Moodle","381","214.505713461355","0","5","58.3182396487215","50.2807088687072","0"
"2025-08-22","Moodle","371","190.189353245477","4","3","51.4613298785845","70.7732804312952","0"
"2025-08-23","Moodle","365","178.27631620012","3","4","52.7020810309427","76.251229774309","0"
"2025-08-24","Moodle","376","171.3491345592","0","3","67.1127823910757","94.4747359492433","0"
"2025-08-25","Moodle","357","235.119139697608","1","2","68.3514482672978","48.3642259797359","0"
"2025-08-26","Moodle","335","179.348563262533","0","3","54.5120276998002","57.1102283596964","0"
"2025-08-27","Moodle","363","147.780918269351","2","3","48.3576386979881","60.8977642992201","0"
"2025-08-28","Moodle","383","105.465003628792","2","0","35.5363875107701","63.0999811663205","0"
"2025-08-29","Moodle","349","209.677588606917","2","2","70.1884279126928","43.5015366829593","0"
"2025-08-30","Moodle","343","138.276722889092","3","4","45.8302401923714","54.1619105247159","0"
"2025-08-31","Moodle","378","178.64933508723","2","0","46.5100656436655","47.3178274505202","0"
"2025-09-01","Moodle","1020","210.66311712212","0","4","45.5130377345281","42.7516484805404","0"
"2025-09-02","Moodle","352","175.773281362924","2","2","57.5984303980365","52.9843413623517","0"
"2025-09-03","Moodle","336",NA,"3","5","64.8860207741997","56.3554016221715","1"
"2025-09-04","Moodle","375","170.073109327612","2","4","48.7213306272642","51.4214581119096","0"
"2025-09-05","Moodle","315","212.270364665907","3","4","63.2769005444117","60.6357749307592","0"
"2025-09-06","Moodle","370","169.692707667405","0","2","58.4147166016427","65.5686391290381","0"
"2025-09-07","Moodle","344","166.98410975555","0","4","59.0753313237964","39.5699217800235","0"
"2025-09-08","Moodle","335","504.180399689278","3","2","68.4609261567389","64.3616896154716","0"
"2025-09-09","Moodle","389","200.49900446967","2","3","52.4433128474695","49.1357380414567","0"
"2025-09-10","Moodle","332","111.973771186656","2","3","50.5640572118835","70.7970475122018","0"
"2025-09-11","Moodle","324",NA,"1","4","55.753800029458","33.7952110580526","1"
"2025-09-12","Moodle","327","221.428206020699","2","5","60.6144298011204","52.2860315468407","0"
"2025-09-13","Moodle","353","136.261410224268","2","5","49.7257429962664","68.0652504109049","0"
"2025-09-14","Moodle","341","228.572450909844","4","3","40.2975845253249","70.2161537192023","0"
"2025-09-15","Moodle","338","176.797368046967","1","5","43.149299987581","66.3273936856557","0"
"2025-09-16","Moodle","362","163.115947756892","4","3","59.27521247135","63.642995412034","0"
"2025-09-17","Moodle","356","218.191301898513","0","2","53.414031001249","45.7192504924891","0"
"2025-09-18","Moodle","330","226.387280793304","2","5","40.75730319739","69.2007121250429","0"
"2025-09-19","Moodle","335","250.439025615689","2","3","33.6549386787974","44.5413082258852","0"
"2025-09-20","Moodle","344","196.900119808005","1","3","48.8834032644301","75.6300261986898","0"
"2025-09-21","Moodle","380","137.722600387769","3","1","50.0933317209429","79.1244801802819","0"
"2025-09-22","Moodle","351","447.918247311187","4","2","55.0621331938742","60.6633413981882","0"
"2025-09-23","Moodle","341","165.644566329976","5","2","50.449784187519","54.9666753900505","0"
"2025-09-24","Moodle","367","151.998918415297","3","5","49.4066535655876","53.9026503507488","0"
"2025-09-25","Moodle","325","170.849602748893","2","4","66.0866911106161","65.1198703920707","0"
"2025-09-26","Moodle","363","219.681945018845","1","4","61.2358438502891","54.4148768856364","0"
"2025-09-27","Moodle","366","207.242943540715","1","0","61.5481243290657","64.5545654438736","0"
"2025-09-28","Moodle","365","217.746788108859","5","3","58.7608921147009","43.6841139710968","0"
"2025-09-29","Moodle","356","241.164717466254","0","2","67.9574413457212","64.8601046449769","0"
"2025-09-30","Moodle","365","158.121609765221","2","2","42.7338437425788","72.9043349563404","0"
"2025-10-01","Moodle","367","126.143672572733","3","5","66.8657829955316","49.6686228821984","0"
"2025-10-02","Moodle","337","258.996513430166","3","4","57.2795399472722","62.9292601961182","0"
"2025-10-03","Moodle","329","199.687090955077","1","0","50.76913765047","71.9931832473875","0"
"2025-10-04","Moodle","334","174.257741947471","3","1","50.5402377300513","48.8980007630934","0"
"2025-10-05","Moodle","375","177.916298954815","2","2","40.9279338209886","68.0941848075127","0"
"2025-10-06","Moodle","331","189.118861724949","1","3","61.2188527498526","58.7125995814143","0"
"2025-10-07","Moodle","327","232.597301578744","4","6","64.4463206455947","60.4302005562095","0"
"2025-10-08","Moodle","323","139.243374985537","1","2","66.97230370705","66.5264378179588","0"
"2025-10-09","Moodle","364","209.647578915649","3","2","57.6920586411038","87.8939722578584","0"
"2025-10-10","Moodle","387","185.189970860752","0","3","61.369529182048","73.8043252555447","0"
"2025-10-11","Moodle","346","190.129340797676","2","2","43.1211590366206","76.1083758630192","0"
"2025-10-12","Moodle","329","141.839550981297","2","0","72.2997955459094","64.2642813708945","0"
"2025-10-13","Moodle","340","159.360952699373","2","4","58.5465828990016","68.5962037665411","0"
"2025-10-14","Moodle","373","197.941068184052","1","1","64.787305643364","51.7364342901714","0"
"2025-10-15","Moodle","322","257.737992309748","2","6","59.6710380626153","49.5899470802295","0"
"2025-10-16","Moodle","380","171.280795180098","2","1","63.4524832045084","57.6317942018377","0"
"2025-10-17","Moodle","343","218.615479111507","1","1","68.9218590359413","71.3442732979153","0"
